task_id,team,role,user_id,task_name,description,priority,expected_duration,completion_time
4285,Customer Support,Support Agent,40,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,5,4.08
4286,Engineering,Frontend Engineer,132,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,2,3.69
4287,Operations,Operations Associate,159,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,3,7.49
4288,Finance,Financial Analyst,101,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,2,0.5
4289,Finance,Financial Analyst,28,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,6,9.96
4290,Engineering,QA Engineer,35,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,2,0.76
4291,Engineering,QA Engineer,114,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,8,7.9
4292,Engineering,Frontend Engineer,176,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,1,8.1
4293,Customer Support,Technical Support,92,Escalate request,Escalate request for customer support team by technical support.,Low,1,0.5
4294,Engineering,Data Engineer,143,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,7,10.89
4295,Engineering,Frontend Engineer,7,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,6,7.76
4296,Finance,Financial Analyst,162,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,8,10.08
4297,Operations,Operations Associate,196,Inventory check,Inventory check for operations team by operations associate.,Low,3,6.23
4298,Operations,Operations Associate,124,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,3,8.84
4299,Customer Support,Technical Support,52,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,2,5.47
4300,Engineering,QA Engineer,78,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,5,9.65
4301,Engineering,QA Engineer,122,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,8,7.47
4302,Finance,Financial Analyst,73,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,4,3.58
4303,Operations,Logistics Coordinator,19,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,5,0.5
4304,Finance,Financial Analyst,153,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,3,7.3
4305,Customer Support,Technical Support,184,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,4,3.58
4306,Customer Support,Technical Support,148,Escalate request,Escalate request for customer support team by technical support.,Low,5,3.5
4307,Engineering,Data Engineer,76,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,6,7.76
4308,Operations,Operations Associate,156,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,6,6.08
4309,Finance,Financial Analyst,123,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,4,1.55
4310,Operations,Logistics Coordinator,152,Inventory check,Inventory check for operations team by logistics coordinator.,Low,7,8.35
4311,Operations,Operations Associate,112,Process documentation,Process documentation for operations team by operations associate.,Low,1,1.33
4312,Engineering,Frontend Engineer,167,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,1,3.33
4313,Engineering,Backend Engineer,53,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,3,2.83
4314,Engineering,Data Engineer,99,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,3,1.59
4315,Engineering,Backend Engineer,162,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,2,4.75
4316,Operations,Operations Associate,133,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,7,12.69
4317,Engineering,Frontend Engineer,177,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,8.03
4318,Engineering,QA Engineer,146,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,8,6.2
4319,Marketing,Content Writer,71,Competitor research,Competitor research for marketing team by content writer.,Low,1,0.5
4320,Operations,Logistics Coordinator,12,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,3,3.78
4321,Operations,Operations Associate,107,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,7,9.91
4322,Engineering,Data Engineer,25,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,3,0.62
4323,Marketing,Content Writer,175,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,1,2.96
4324,Engineering,Frontend Engineer,130,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,2,5.78
4325,Marketing,Content Writer,111,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,4,1.41
4326,Engineering,QA Engineer,132,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,5,8.72
4327,Finance,Accountant,136,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,4,4.04
4328,Finance,Financial Analyst,145,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,2,0.5
4329,Engineering,QA Engineer,192,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,6,10.33
4330,Marketing,Content Writer,167,Keyword research,Keyword research for marketing team by content writer.,Low,5,4.82
4331,Operations,Operations Associate,149,Resource planning,Resource planning for operations team by operations associate.,Medium,6,7.84
4332,Customer Support,Technical Support,191,Escalate request,Escalate request for customer support team by technical support.,Low,1,5.04
4333,Engineering,Backend Engineer,198,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,8,9.9
4334,Operations,Operations Associate,111,Resource planning,Resource planning for operations team by operations associate.,Medium,5,4.93
4335,Engineering,Data Engineer,33,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,7,6.05
4336,Engineering,Frontend Engineer,80,Integration testing,Integration testing for engineering team by frontend engineer.,Low,7,11.84
4337,Customer Support,Support Agent,160,Escalate request,Escalate request for customer support team by support agent.,Low,7,11.08
4338,Marketing,SEO Specialist,86,Keyword research,Keyword research for marketing team by seo specialist.,Low,8,12.73
4339,Customer Support,Technical Support,130,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,7,10.18
4340,Engineering,Data Engineer,24,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,4,0.5
4341,Operations,Operations Associate,45,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,3,1.74
4342,Engineering,Frontend Engineer,30,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,4,7.7
4343,Operations,Operations Associate,197,Resource planning,Resource planning for operations team by operations associate.,Medium,7,7.55
4344,Engineering,Backend Engineer,80,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,7,5.47
4345,Engineering,Frontend Engineer,23,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,8,10.89
4346,Engineering,QA Engineer,33,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,5,0.5
4347,Finance,Accountant,130,Invoice processing,Invoice processing for finance team by accountant.,Low,1,2.92
4348,Customer Support,Support Agent,44,Escalate request,Escalate request for customer support team by support agent.,Low,1,2.31
4349,Engineering,Data Engineer,57,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,6,8.14
4350,Operations,Operations Associate,191,Inventory check,Inventory check for operations team by operations associate.,Low,5,13.12
4351,Marketing,SEO Specialist,12,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,5,7.69
4352,Engineering,Data Engineer,40,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,3,7.89
4353,Marketing,SEO Specialist,124,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,4,3.15
4354,Engineering,Data Engineer,69,Database schema update,Database schema update for engineering team by data engineer.,Medium,5,8.06
4355,Marketing,Social Media Manager,16,Competitor research,Competitor research for marketing team by social media manager.,Low,6,5.25
4356,Marketing,Social Media Manager,153,Keyword research,Keyword research for marketing team by social media manager.,Low,5,9.7
4357,Operations,Logistics Coordinator,50,Process documentation,Process documentation for operations team by logistics coordinator.,Low,2,0.5
4358,Engineering,Data Engineer,4,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,3,6.72
4359,Engineering,QA Engineer,41,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,4,4.92
4360,Engineering,QA Engineer,131,Integration testing,Integration testing for engineering team by qa engineer.,Low,4,2.49
4361,Marketing,Social Media Manager,70,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,5,4.54
4362,Engineering,Frontend Engineer,26,Integration testing,Integration testing for engineering team by frontend engineer.,Low,6,8.13
4363,Operations,Logistics Coordinator,72,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,4,7.41
4364,Engineering,Frontend Engineer,125,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,1,5.77
4365,Engineering,QA Engineer,32,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,7,9.01
4366,Operations,Operations Associate,44,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,3,5.77
4367,Operations,Operations Associate,31,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,6,6.57
4368,Engineering,Backend Engineer,59,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,1,3.12
4369,Customer Support,Support Agent,164,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,1,1.04
4370,Engineering,QA Engineer,10,Integration testing,Integration testing for engineering team by qa engineer.,Low,4,3.41
4371,Customer Support,Technical Support,61,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,1,6.13
4372,Operations,Operations Associate,61,Process documentation,Process documentation for operations team by operations associate.,Low,5,7.37
4373,Operations,Operations Associate,141,Process documentation,Process documentation for operations team by operations associate.,Low,1,7.12
4374,Operations,Operations Associate,169,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,2,6.66
4375,Finance,Accountant,34,Invoice processing,Invoice processing for finance team by accountant.,Low,8,9.82
4376,Engineering,QA Engineer,159,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,8,9.7
4377,Engineering,QA Engineer,64,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,5,1.17
4378,Engineering,QA Engineer,93,Integration testing,Integration testing for engineering team by qa engineer.,Low,8,16.97
4379,Marketing,SEO Specialist,67,Keyword research,Keyword research for marketing team by seo specialist.,Low,3,7.58
4380,Engineering,Backend Engineer,165,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,7,11.71
4381,Marketing,Social Media Manager,110,Write blog post,Write blog post for marketing team by social media manager.,Low,3,1.91
4382,Customer Support,Technical Support,48,Escalate request,Escalate request for customer support team by technical support.,Low,3,6.81
4383,Marketing,Content Writer,40,Write blog post,Write blog post for marketing team by content writer.,Low,7,11.15
4384,Finance,Financial Analyst,74,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,5,8.79
4385,Engineering,Data Engineer,88,Database schema update,Database schema update for engineering team by data engineer.,Medium,2,1.91
4386,Finance,Accountant,78,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,1,0.5
4387,Engineering,Backend Engineer,141,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,2,4.67
4388,Marketing,Content Writer,119,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,3,4.91
4389,Finance,Financial Analyst,141,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,5,3.89
4390,Engineering,Data Engineer,94,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,6,8.41
4391,Engineering,Frontend Engineer,157,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,6,8.9
4392,Finance,Financial Analyst,72,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,5,4.3
4393,Engineering,QA Engineer,111,Integration testing,Integration testing for engineering team by qa engineer.,Low,3,5.9
4394,Operations,Operations Associate,187,Process documentation,Process documentation for operations team by operations associate.,Low,4,2.44
4395,Engineering,Data Engineer,52,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,1,5.7
4396,Finance,Financial Analyst,110,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,1,2.4
4397,Marketing,SEO Specialist,76,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,6,2.14
4398,Customer Support,Technical Support,148,Escalate request,Escalate request for customer support team by technical support.,Low,7,9.46
4399,Engineering,Data Engineer,163,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,8,13.5
4400,Engineering,QA Engineer,151,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,7,11.25
4401,Marketing,SEO Specialist,98,Keyword research,Keyword research for marketing team by seo specialist.,Low,3,2.55
4402,Finance,Accountant,144,Create budget forecast,Create budget forecast for finance team by accountant.,Low,7,6.84
4403,Engineering,Data Engineer,122,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,7,6.87
4404,Engineering,Frontend Engineer,99,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,5,0.5
4405,Operations,Operations Associate,173,Resource planning,Resource planning for operations team by operations associate.,Medium,6,9.8
4406,Engineering,Backend Engineer,149,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,7,10.43
4407,Engineering,QA Engineer,114,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,1,0.5
4408,Engineering,QA Engineer,48,Database schema update,Database schema update for engineering team by qa engineer.,Medium,1,4.97
4409,Engineering,Frontend Engineer,8,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,2.73
4410,Engineering,QA Engineer,84,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,6,6.49
4411,Engineering,QA Engineer,3,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,8,7.1
4412,Engineering,Data Engineer,200,Database schema update,Database schema update for engineering team by data engineer.,Medium,5,2.38
4413,Engineering,Backend Engineer,192,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,8,7.7
4414,Operations,Logistics Coordinator,181,Process documentation,Process documentation for operations team by logistics coordinator.,Low,4,0.5
4415,Marketing,SEO Specialist,139,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,3,0.5
4416,Engineering,QA Engineer,116,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,1,0.5
4417,Engineering,QA Engineer,191,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,2,2.77
4418,Engineering,Data Engineer,137,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,5,5.73
4419,Engineering,Backend Engineer,123,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,7,8.0
4420,Engineering,Backend Engineer,53,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3,2.51
4421,Engineering,QA Engineer,148,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,5,5.55
4422,Marketing,Social Media Manager,73,Keyword research,Keyword research for marketing team by social media manager.,Low,8,7.79
4423,Customer Support,Technical Support,101,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,6,11.13
4424,Engineering,Frontend Engineer,77,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,8,6.56
4425,Engineering,Frontend Engineer,145,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,1,0.5
4426,Engineering,Data Engineer,198,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,7,7.28
4427,Engineering,Backend Engineer,174,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,4,3.02
4428,Engineering,Frontend Engineer,165,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,8,9.77
4429,Marketing,Content Writer,134,Competitor research,Competitor research for marketing team by content writer.,Low,2,6.01
4430,Customer Support,Support Agent,20,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,6,7.48
4431,Engineering,Data Engineer,48,Database schema update,Database schema update for engineering team by data engineer.,Medium,7,8.76
4432,Customer Support,Support Agent,125,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,7,10.38
4433,Operations,Operations Associate,100,Inventory check,Inventory check for operations team by operations associate.,Low,1,0.93
4434,Engineering,Backend Engineer,39,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,1,5.96
4435,Engineering,Frontend Engineer,107,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,2,0.5
4436,Marketing,Social Media Manager,185,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,7,12.3
4437,Engineering,Frontend Engineer,174,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,1,5.4
4438,Engineering,Frontend Engineer,135,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,7,5.46
4439,Finance,Accountant,2,Invoice processing,Invoice processing for finance team by accountant.,Low,8,10.67
4440,Engineering,Backend Engineer,172,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,7,7.97
4441,Customer Support,Technical Support,170,Escalate request,Escalate request for customer support team by technical support.,Low,5,6.37
4442,Engineering,Frontend Engineer,169,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,5,6.4
4443,Engineering,Frontend Engineer,196,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,10.5
4444,Engineering,Frontend Engineer,95,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,7,6.41
4445,Engineering,Backend Engineer,31,Integration testing,Integration testing for engineering team by backend engineer.,Low,3,1.95
4446,Operations,Operations Associate,38,Process documentation,Process documentation for operations team by operations associate.,Low,6,10.67
4447,Operations,Logistics Coordinator,112,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,3,1.58
4448,Marketing,Content Writer,23,Write blog post,Write blog post for marketing team by content writer.,Low,5,3.72
4449,Engineering,QA Engineer,62,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,4,5.91
4450,Operations,Operations Associate,121,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,5,7.99
4451,Engineering,Backend Engineer,144,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,2,1.17
4452,Customer Support,Support Agent,132,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,6,5.28
4453,Customer Support,Technical Support,15,Escalate request,Escalate request for customer support team by technical support.,Low,4,9.66
4454,Marketing,SEO Specialist,153,Competitor research,Competitor research for marketing team by seo specialist.,Low,2,0.5
4455,Engineering,Backend Engineer,126,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,2,0.5
4456,Engineering,Data Engineer,35,Integration testing,Integration testing for engineering team by data engineer.,Low,8,6.05
4457,Marketing,Social Media Manager,180,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,7,10.52
4458,Finance,Accountant,106,Variance analysis,Variance analysis for finance team by accountant.,Medium,8,12.9
4459,Engineering,Backend Engineer,172,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,8,8.76
4460,Engineering,Data Engineer,51,Database schema update,Database schema update for engineering team by data engineer.,Medium,5,5.88
4461,Operations,Operations Associate,183,Inventory check,Inventory check for operations team by operations associate.,Low,3,3.41
4462,Engineering,Data Engineer,82,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,5,3.28
4463,Engineering,Backend Engineer,55,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,8,9.54
4464,Engineering,Data Engineer,36,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,3,5.15
4465,Engineering,Frontend Engineer,176,Integration testing,Integration testing for engineering team by frontend engineer.,Low,4,5.88
4466,Engineering,Frontend Engineer,69,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,7,10.36
4467,Marketing,SEO Specialist,42,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,8,15.61
4468,Engineering,Frontend Engineer,200,Integration testing,Integration testing for engineering team by frontend engineer.,Low,4,6.14
4469,Operations,Logistics Coordinator,59,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,5,9.05
4470,Customer Support,Support Agent,52,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,4,3.9
4471,Marketing,Content Writer,58,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,1,1.12
4472,Finance,Accountant,107,Variance analysis,Variance analysis for finance team by accountant.,Medium,7,4.23
4473,Operations,Operations Associate,94,Resource planning,Resource planning for operations team by operations associate.,Medium,6,6.86
4474,Engineering,Frontend Engineer,88,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,6,10.7
4475,Operations,Logistics Coordinator,83,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,7,10.93
4476,Customer Support,Support Agent,115,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,3,1.47
4477,Engineering,QA Engineer,29,Database schema update,Database schema update for engineering team by qa engineer.,Medium,8,12.3
4478,Operations,Logistics Coordinator,134,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,2,0.5
4479,Marketing,Social Media Manager,144,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,1,0.5
4480,Engineering,Data Engineer,192,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,5,4.4
4481,Engineering,Backend Engineer,102,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,1,0.5
4482,Customer Support,Technical Support,74,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,6,4.16
4483,Marketing,SEO Specialist,101,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,3,5.49
4484,Engineering,Frontend Engineer,134,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,3,4.51
4485,Engineering,Backend Engineer,148,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,2,1.29
4486,Finance,Accountant,84,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,5,2.08
4487,Engineering,Data Engineer,15,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,3,0.91
4488,Engineering,Data Engineer,58,Integration testing,Integration testing for engineering team by data engineer.,Low,1,0.5
4489,Marketing,SEO Specialist,193,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,5,10.24
4490,Engineering,Frontend Engineer,85,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,7,4.86
4491,Operations,Logistics Coordinator,114,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,5,2.42
4492,Engineering,QA Engineer,86,Integration testing,Integration testing for engineering team by qa engineer.,Low,1,1.1
4493,Engineering,Data Engineer,160,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,5,8.98
4494,Engineering,QA Engineer,127,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4,0.5
4495,Engineering,Backend Engineer,132,Integration testing,Integration testing for engineering team by backend engineer.,Low,6,2.27
4496,Engineering,Frontend Engineer,169,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,4,5.32
4497,Marketing,SEO Specialist,156,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,5,6.51
4498,Finance,Financial Analyst,65,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,1,0.5
4499,Engineering,Frontend Engineer,21,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,8,7.24
4500,Marketing,Social Media Manager,16,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,5,9.23
4501,Marketing,Content Writer,181,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,2,6.5
4502,Engineering,Frontend Engineer,42,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,2,6.01
4503,Engineering,Backend Engineer,165,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,3,2.33
4504,Engineering,Data Engineer,78,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,3,3.25
4505,Engineering,Data Engineer,143,Database schema update,Database schema update for engineering team by data engineer.,Medium,8,12.42
4506,Operations,Logistics Coordinator,91,Process documentation,Process documentation for operations team by logistics coordinator.,Low,5,7.6
4507,Engineering,Backend Engineer,151,Database schema update,Database schema update for engineering team by backend engineer.,Medium,1,1.33
4508,Customer Support,Technical Support,5,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,1,0.5
4509,Marketing,Social Media Manager,39,Keyword research,Keyword research for marketing team by social media manager.,Low,4,3.12
4510,Engineering,Frontend Engineer,194,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,5,3.65
4511,Operations,Operations Associate,88,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,8,6.41
4512,Engineering,QA Engineer,161,Database schema update,Database schema update for engineering team by qa engineer.,Medium,3,1.91
4513,Engineering,Backend Engineer,177,Integration testing,Integration testing for engineering team by backend engineer.,Low,7,8.97
4514,Operations,Operations Associate,193,Inventory check,Inventory check for operations team by operations associate.,Low,5,0.5
4515,Engineering,Data Engineer,109,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,1,0.5
4516,Engineering,QA Engineer,49,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,7,6.89
4517,Operations,Logistics Coordinator,73,Inventory check,Inventory check for operations team by logistics coordinator.,Low,4,4.08
4518,Operations,Logistics Coordinator,143,Process documentation,Process documentation for operations team by logistics coordinator.,Low,6,8.94
4519,Finance,Accountant,195,Create budget forecast,Create budget forecast for finance team by accountant.,Low,4,6.42
4520,Marketing,Social Media Manager,162,Keyword research,Keyword research for marketing team by social media manager.,Low,5,7.53
4521,Engineering,Data Engineer,41,Write unit tests,Write unit tests for engineering team by data engineer.,Low,5,12.71
4522,Operations,Operations Associate,109,Process documentation,Process documentation for operations team by operations associate.,Low,4,0.5
4523,Marketing,SEO Specialist,128,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,2,4.11
4524,Finance,Financial Analyst,86,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,5,5.77
4525,Customer Support,Support Agent,84,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,1,2.82
4526,Marketing,SEO Specialist,71,Keyword research,Keyword research for marketing team by seo specialist.,Low,7,6.41
4527,Finance,Accountant,20,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,8,4.57
4528,Engineering,Backend Engineer,4,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,2,3.91
4529,Customer Support,Technical Support,77,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,5,12.97
4530,Marketing,Content Writer,52,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,1,4.09
4531,Engineering,Backend Engineer,176,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,6,4.63
4532,Engineering,Backend Engineer,57,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,3,5.57
4533,Engineering,Frontend Engineer,46,Integration testing,Integration testing for engineering team by frontend engineer.,Low,7,6.59
4534,Marketing,Social Media Manager,165,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,1,1.36
4535,Engineering,Data Engineer,3,Integration testing,Integration testing for engineering team by data engineer.,Low,4,3.21
4536,Operations,Logistics Coordinator,196,Inventory check,Inventory check for operations team by logistics coordinator.,Low,5,6.75
4537,Marketing,Social Media Manager,17,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,5,2.96
4538,Engineering,Backend Engineer,106,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,8,8.81
4539,Operations,Operations Associate,134,Resource planning,Resource planning for operations team by operations associate.,Medium,1,0.5
4540,Marketing,Content Writer,174,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,2,0.5
4541,Marketing,SEO Specialist,129,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,7,10.44
4542,Marketing,Social Media Manager,27,Keyword research,Keyword research for marketing team by social media manager.,Low,4,4.12
4543,Operations,Logistics Coordinator,66,Inventory check,Inventory check for operations team by logistics coordinator.,Low,5,4.19
4544,Customer Support,Support Agent,18,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,2,2.98
4545,Marketing,Content Writer,133,Keyword research,Keyword research for marketing team by content writer.,Low,7,7.38
4546,Engineering,QA Engineer,139,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,6,5.31
